Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),Ventilator (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Study (F),Study2,Kid Zone (F),Kid Zone2
2017-05-16,02:05:00,auto,compressorCoolOff,,Sleep,75,66,71.2,38,56.8,2,0,0,0,0,,71.6,38,0,71.2,0,70.5,0,
2017-05-16,02:10:00,auto,compressorCoolOff,,Sleep,75,66,71.2,36,56.8,2,0,0,0,0,,71.7,36,0,71.2,0,70.5,0,
2017-05-16,02:15:00,auto,compressorCoolOff,,Sleep,75,66,71,36,56.8,2,0,0,0,0,,71.7,36,0,71,0,70.5,0,
2017-05-16,02:20:00,auto,compressorCoolOff,,Sleep,75,66,71,36,56.8,2,0,0,0,0,,71.7,36,0,71,0,70.5,0,
2017-05-16,02:25:00,auto,compressorCoolOff,,Sleep,75,66,70.9,36,56.8,2,0,0,0,0,,71.6,36,0,70.9,0,70.5,0,
2017-05-16,02:30:00,auto,compressorCoolOff,,Sleep,75,66,70.9,36,56.5,2,0,0,0,0,,71.6,36,0,70.9,0,70.5,0,
2017-05-16,02:35:00,auto,compressorCoolOff,,Sleep,75,66,70.9,36,56.5,2,0,0,0,0,,71.6,36,0,70.9,0,70.5,0,
2017-05-16,02:40:00,auto,compressorCoolOff,,Sleep,75,66,70.9,36,56.5,2,0,0,0,0,,71.6,36,0,70.9,0,70.5,0,
2017-05-16,02:45:00,auto,compressorCoolOff,,Sleep,75,66,70.9,36,56.5,2,0,0,0,0,,71.6,36,0,70.9,0,70.5,0,
2017-05-16,02:50:00,auto,compressorCoolOff,,Sleep,75,66,70.8,36,56.5,2,0,0,0,0,,71.6,36,0,70.8,0,70.4,0,
2017-05-16,02:55:00,auto,compressorCoolOff,,Sleep,75,66,70.7,36,56.5,2,0,0,0,0,,71.6,36,0,70.7,0,70.3,0,
2017-05-16,03:00:00,auto,compressorCoolOff,,Sleep,75,66,70.7,36,51.8,5,0,0,0,0,,71.6,36,0,70.7,0,70.3,0,
2017-05-16,03:05:00,auto,compressorCoolOff,,Sleep,75,66,70.5,36,51.8,5,0,0,0,0,,71.6,36,0,70.5,0,70.3,0,
2017-05-16,03:10:00,auto,compressorCoolOff,,Sleep,75,66,70.5,36,51.8,5,0,0,0,0,,71.6,36,0,70.5,0,70.3,0,
2017-05-16,03:15:00,auto,compressorCoolOff,,Sleep,75,66,70.5,36,51.8,5,0,0,0,0,,71.5,36,0,70.5,0,70.1,0,
2017-05-16,03:20:00,auto,compressorCoolOff,,Sleep,75,66,70.5,36,51.8,5,0,0,0,0,,71.5,36,0,70.5,0,70.1,0,
2017-05-16,03:25:00,auto,compressorCoolOff,,Sleep,75,66,70.5,36,51.8,5,0,0,0,0,,71.4,36,0,70.5,0,70.1,0,
2017-05-16,03:30:00,auto,compressorCoolOff,,Sleep,75,66,70.3,36,51.8,5,0,0,0,0,,71.4,36,0,70.3,0,70.1,0,
2017-05-16,03:35:00,auto,compressorCoolOff,,Sleep,75,66,70.3,36,51.8,5,0,0,0,0,,71.4,36,0,70.3,0,70.1,0,
2017-05-16,03:40:00,auto,compressorCoolOff,,Sleep,75,66,70.3,36,51.8,5,0,0,0,0,,71.4,36,0,70.3,0,70.1,0,
2017-05-16,03:45:00,auto,compressorCoolOff,,Sleep,75,66,70.1,36,51.8,5,0,0,0,0,,71.4,36,0,70.1,0,70.1,0,
2017-05-16,03:50:00,auto,compressorCoolOff,,Sleep,75,66,70.1,36,51.8,5,0,0,0,0,,71.5,36,0,70.1,0,70,0,
2017-05-16,03:55:00,auto,compressorCoolOff,,Sleep,75,66,70,36,51.8,5,0,0,0,0,,71.5,36,0,70,0,70,0,
2017-05-16,04:00:00,auto,compressorCoolOff,,Sleep,75,66,70,36,53.9,8,0,0,0,0,,71.5,36,0,70,0,70,0,
2017-05-16,04:05:00,auto,compressorCoolOff,,Sleep,75,66,70,36,53.9,8,0,0,0,0,,71.4,36,0,70,0,70,0,
2017-05-16,04:10:00,auto,compressorCoolOff,,Sleep,75,66,69.9,36,53.9,8,0,0,0,0,,71.3,36,0,69.9,0,70,0,
2017-05-16,04:15:00,auto,compressorCoolOff,,Sleep,75,66,69.8,36,53.9,8,0,0,0,0,,71.3,36,0,69.8,0,69.9,0,
2017-05-16,04:20:00,auto,compressorCoolOff,,Sleep,75,66,69.8,36,53.9,8,0,0,0,0,,71.3,36,0,69.8,0,69.8,0,
2017-05-16,04:25:00,auto,compressorCoolOff,,Sleep,75,66,69.8,36,53.9,8,0,0,0,0,,71.3,36,0,69.8,0,69.8,0,
2017-05-16,04:30:00,auto,compressorCoolOff,,Sleep,75,66,69.7,36,53.9,8,0,0,0,0,,71.3,36,0,69.7,0,69.8,0,
2017-05-16,04:35:00,auto,compressorCoolOff,,Sleep,75,66,69.6,36,53.9,8,0,0,0,0,,71.3,36,0,69.6,0,69.8,0,
2017-05-16,04:40:00,auto,compressorCoolOff,,Sleep,75,66,69.6,36,53.9,8,0,0,0,0,,71.3,36,0,69.6,0,69.8,0,
2017-05-16,04:45:00,auto,compressorCoolOff,,Sleep,75,66,69.4,36,53.9,8,0,0,0,0,,71.3,36,0,69.4,0,69.8,0,
2017-05-16,04:50:00,auto,compressorCoolOff,,Sleep,75,66,69.4,36,53.9,8,0,0,0,0,,71.2,36,0,69.4,0,69.7,0,
2017-05-16,04:55:00,auto,compressorCoolOff,,Sleep,75,66,69.4,36,53.9,8,0,0,0,0,,71.1,36,0,69.4,0,69.6,0,
2017-05-16,05:00:00,auto,compressorCoolOff,,Sleep,75,66,69.4,36,52.4,4,0,0,0,0,,71,36,0,69.4,0,69.6,0,
2017-05-16,05:05:00,auto,compressorCoolOff,,Sleep,75,66,69.2,36,52.4,4,0,0,0,0,,71,36,0,69.2,0,69.6,0,
2017-05-16,05:10:00,auto,compressorCoolOff,,Sleep,75,66,69.2,37,52.4,4,0,0,0,0,,71,37,0,69.2,0,69.6,0,
2017-05-16,05:15:00,auto,compressorCoolOff,,Sleep,75,66,69,35,52.4,4,0,0,0,0,,71,35,0,69,0,69.6,0,
2017-05-16,05:20:00,auto,compressorCoolOff,,Sleep,75,66,69,35,52.4,4,0,0,0,0,,71,35,0,69,0,69.4,0,
2017-05-16,05:25:00,auto,compressorCoolOff,,Sleep,75,66,69,35,52.4,4,0,0,0,0,,71,35,0,69,0,69.4,0,
2017-05-16,05:30:00,auto,compressorCoolOff,,Sleep,75,66,69,35,52.4,4,0,0,0,0,,70.9,35,0,69,0,69.4,0,
2017-05-16,05:35:00,auto,compressorCoolOff,,Sleep,75,66,68.9,35,52.4,4,0,0,0,0,,70.8,35,0,68.9,0,69.4,0,
2017-05-16,05:40:00,auto,compressorCoolOff,,Sleep,75,66,68.9,35,52.4,4,0,0,0,0,,70.8,35,0,68.9,0,69.4,0,
2017-05-16,05:45:00,auto,compressorCoolOff,,Sleep,75,66,68.8,35,52.4,4,0,0,0,0,,70.8,35,0,68.8,0,69.4,0,
2017-05-16,05:50:00,auto,compressorCoolOff,,Sleep,75,66,68.7,35,52.4,4,0,0,0,0,,70.7,35,0,68.7,0,69.4,0,
2017-05-16,05:55:00,auto,compressorCoolOff,,Sleep,75,66,68.7,35,52.4,4,0,0,0,0,,70.7,35,0,68.7,0,69.2,0,
2017-05-16,06:00:00,auto,compressorCoolOff,,Sleep,75,66,68.7,35,49.3,0,0,0,0,0,,70.7,35,0,68.7,0,69.2,0,
2017-05-16,06:05:00,auto,compressorCoolOff,,Sleep,75,66,68.6,35,49.3,0,0,0,0,0,,70.7,35,0,68.6,0,69.2,0,
2017-05-16,06:10:00,auto,compressorCoolOff,,Sleep,75,66,68.5,35,49.3,0,0,0,0,0,,70.6,35,0,68.5,0,69.2,0,
2017-05-16,06:15:00,auto,compressorCoolOff,,Sleep,75,66,68.5,35,49.3,0,0,0,0,0,,70.5,35,0,68.5,0,69.1,0,
2017-05-16,06:20:00,auto,compressorCoolOff,,Sleep,75,66,68.5,35,49.3,0,0,0,0,0,,70.5,35,0,68.5,0,69,0,
2017-05-16,06:25:00,auto,compressorCoolOff,,Sleep,75,66,68.3,35,49.3,0,0,0,0,0,,70.4,35,0,68.3,0,69,0,
2017-05-16,06:30:00,auto,compressorCoolOff,,Sleep,75,66,68.3,35,49.3,0,0,0,0,0,,70.4,35,0,68.3,0,69,0,
2017-05-16,06:35:00,auto,compressorCoolOff,,Sleep,75,66,68.3,35,49.3,0,0,0,0,0,,70.4,35,0,68.3,0,69,0,
2017-05-16,06:40:00,auto,compressorCoolOff,,Sleep,75,66,68.3,35,49.3,0,0,0,0,0,,70.4,35,0,68.3,0,69,0,
2017-05-16,06:45:00,auto,compressorCoolOff,,Sleep,75,66,68.3,35,49.3,0,0,0,0,0,,70.4,35,1,68.3,0,69,1,
2017-05-16,06:50:00,auto,compressorCoolOff,,Sleep,75,66,68.3,35,49.3,0,0,0,0,0,,70.5,35,0,68.3,0,69,1,
2017-05-16,06:55:00,auto,compressorCoolOff,,Sleep,75,66,68.1,35,49.3,0,0,0,0,0,,70.5,35,1,68.1,0,69,1,
2017-05-16,07:00:00,auto,compressorCoolOff,,Sleep,75,66,68.1,35,57.4,2,0,0,0,0,,70.6,35,0,68.1,0,69,1,
2017-05-16,07:05:00,auto,compressorCoolOff,,Sleep,75,66,68.1,35,57.4,2,0,0,0,0,,70.5,35,0,68.1,0,69,0,
2017-05-16,07:10:00,auto,compressorCoolOff,,Sleep,75,66,68.1,35,57.4,2,0,0,0,0,,70.5,35,0,68.1,0,69,0,
2017-05-16,07:15:00,auto,compressorCoolOff,,Sleep,75,66,68.1,35,57.4,2,0,0,0,0,,70.6,35,0,68.1,0,69,0,
2017-05-16,07:20:00,auto,compressorCoolOff,,Sleep,75,66,68,35,57.4,2,0,0,0,0,,70.5,35,0,68,0,69,0,
2017-05-16,07:25:00,auto,compressorCoolOff,,Sleep,75,66,68,35,57.4,2,0,0,0,0,,70.6,35,0,68,0,69,0,
2017-05-16,07:30:00,auto,compressorCoolOff,,Sleep,75,66,68.1,35,57.4,2,0,0,0,0,,70.6,35,0,68,0,69,0,
2017-05-16,07:35:00,auto,compressorCoolOff,,Sleep,75,66,68.2,35,57.4,2,0,0,0,0,,70.7,35,0,68,0,69,0,
2017-05-16,07:40:00,auto,compressorCoolOff,,Sleep,75,66,68.4,35,57.4,2,0,0,0,0,,70.8,35,0,68,0,69,0,
2017-05-16,07:45:00,auto,compressorCoolOff,,Sleep,75,66,68.6,35,57.4,2,0,0,0,0,,70.8,35,1,68,1,69,1,
2017-05-16,07:50:00,auto,compressorCoolOff,,Sleep,75,66,68.7,35,57.4,2,0,0,0,0,,70.7,35,1,68,1,69,1,
2017-05-16,07:55:00,auto,compressorCoolOff,,Sleep,74.3,67.1,68.9,35,57.4,2,0,0,0,0,,70.7,35,0,68,1,69,1,
2017-05-16,08:00:00,auto,compressorCoolOff,,Home,73.5,68.5,69,35,62.3,5,0,0,0,0,,70.8,35,1,68,0,69,0,
2017-05-16,08:05:00,auto,compressorCoolOff,,Home,73.5,68.5,69,35,62.3,5,0,0,0,0,,70.8,35,1,68.1,0,69,1,
2017-05-16,08:10:00,auto,compressorCoolOff,,Home,73.5,68.5,69,35,62.3,5,0,0,0,0,,70.9,35,1,68.1,0,69,1,
2017-05-16,08:15:00,auto,compressorCoolOff,,Home,73.5,68.5,69,36,62.3,5,0,0,0,0,,70.9,36,1,68.1,0,69,1,
2017-05-16,08:20:00,auto,compressorCoolOff,,Home,73.5,68.5,69,35,62.3,5,0,0,0,0,,70.9,35,1,68.1,0,69,0,
2017-05-16,08:25:00,auto,compressorCoolOff,,Home,73.5,68.5,69,35,62.3,5,0,0,0,0,,70.9,35,0,68.3,0,69,0,
2017-05-16,08:30:00,auto,compressorCoolOff,,Home,73.5,68.5,69,35,62.3,5,0,0,0,0,,70.9,35,1,68.3,0,69,0,
2017-05-16,08:35:00,auto,compressorCoolOff,,Home,73.5,68.5,69,36,62.3,5,0,0,0,0,,70.9,36,1,68.3,0,69,1,
2017-05-16,08:40:00,auto,compressorCoolOff,,Home,73.5,68.5,69,35,62.3,5,0,0,0,0,,70.9,35,1,68.3,1,69,1,
2017-05-16,08:45:00,auto,compressorCoolOff,,Home,73.5,68.5,69.1,36,62.3,5,0,0,0,0,,70.9,36,0,68.3,1,69.1,1,
2017-05-16,08:50:00,auto,compressorCoolOff,,Home,73.5,68.5,69,36,62.3,5,0,0,0,0,,71,36,1,68.3,1,69,0,
2017-05-16,08:55:00,auto,compressorCoolOff,,Home,73.5,68.5,69.1,35,62.3,5,0,0,0,0,,71,35,1,68.3,0,69.1,0,
2017-05-16,09:00:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,70.9,35,1,68.3,0,69.2,0,
2017-05-16,09:05:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,70.9,35,1,68.3,0,69.2,0,
2017-05-16,09:10:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,36,64.1,12,0,0,0,0,,70.9,36,0,68.3,0,69.2,0,
2017-05-16,09:15:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,71,35,0,68.3,0,69.2,0,
2017-05-16,09:20:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,71,35,0,68.5,0,69.2,0,
2017-05-16,09:25:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,71,35,0,68.5,0,69.2,0,
2017-05-16,09:30:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,71,35,0,68.5,0,69.2,0,
2017-05-16,09:35:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,71.1,35,0,68.5,0,69.2,0,
2017-05-16,09:40:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,71.1,35,0,68.5,0,69.2,0,
2017-05-16,09:45:00,auto,compressorCoolOff,,Home,73.5,68.5,69.3,35,64.1,12,0,0,0,0,,71.1,35,0,68.5,0,69.3,0,
2017-05-16,09:50:00,auto,compressorCoolOff,,Home,73.5,68.5,69.2,35,64.1,12,0,0,0,0,,71.1,35,0,68.5,0,69.2,0,
2017-05-16,09:55:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,64.1,12,0,0,0,0,,71.1,35,0,68.5,0,69.4,0,
2017-05-16,10:00:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.1,35,0,68.6,0,69.4,0,
2017-05-16,10:05:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.1,35,0,68.7,0,69.4,0,
2017-05-16,10:10:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.1,35,0,68.7,0,69.4,0,
2017-05-16,10:15:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.1,35,0,68.7,0,69.4,0,
2017-05-16,10:20:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.1,35,0,68.7,0,69.4,0,
2017-05-16,10:25:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.2,35,0,68.7,0,69.4,0,
2017-05-16,10:30:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.2,35,0,68.7,0,69.4,0,
2017-05-16,10:35:00,auto,compressorCoolOff,,Home,73.5,68.5,69.4,35,66.4,12,0,0,0,0,,71.2,35,0,68.7,0,69.4,0,
2017-05-16,10:40:00,auto,compressorCoolOff,,Home,73.5,68.5,69.5,35,66.4,12,0,0,0,0,,71.2,35,1,68.7,0,69.5,0,
2017-05-16,10:45:00,auto,compressorCoolOff,,Home,73.5,68.5,69.6,35,66.4,12,0,0,0,0,,71.1,35,1,68.9,0,69.6,0,
2017-05-16,10:50:00,auto,compressorCoolOff,,Home,73.5,68.5,69.6,35,66.4,12,0,0,0,0,,71.2,35,0,68.9,0,69.6,0,
2017-05-16,10:55:00,auto,compressorCoolOff,,Home,73.5,68.5,69.6,34,66.4,12,0,0,0,0,,71.2,34,1,68.9,0,69.6,0,
2017-05-16,11:00:00,auto,compressorCoolOff,,Home,73.5,68.5,69.6,35,70.4,9,0,0,0,0,,71.3,35,0,69,0,69.6,0,
2017-05-16,11:05:00,auto,compressorCoolOff,,Home,73.5,68.5,69.7,35,70.4,9,0,0,0,0,,71.3,35,1,69,0,69.7,0,
2017-05-16,11:10:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,70.4,9,0,0,0,0,,71.3,35,1,69,0,69.8,1,
2017-05-16,11:15:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,70.4,9,0,0,0,0,,71.3,35,1,69,0,69.8,1,
2017-05-16,11:20:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,70.4,9,0,0,0,0,,71.4,35,1,69,0,69.8,1,
2017-05-16,11:25:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,70.4,9,0,0,0,0,,71.5,35,1,69.1,0,69.8,1,
2017-05-16,11:30:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,70.4,9,0,0,0,0,,71.6,35,1,69.2,0,69.8,1,
2017-05-16,11:35:00,auto,compressorCoolOff,,Home,73.5,68.5,70,34,70.4,9,0,0,0,0,,71.6,34,0,69.3,0,70,1,
2017-05-16,11:40:00,auto,compressorCoolOff,,Home,73.5,68.5,70,34,70.4,9,0,0,0,0,,71.6,34,0,69.4,0,70,1,
2017-05-16,11:45:00,auto,compressorCoolOff,,Home,73.5,68.5,70,36,70.4,9,0,0,0,0,,71.7,36,0,69.4,0,70,0,
2017-05-16,11:50:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,70.4,9,0,0,0,0,,71.7,35,0,69.4,0,70,0,
2017-05-16,11:55:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,70.4,9,0,0,0,0,,71.7,35,0,69.5,0,70,0,
2017-05-16,12:00:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,71,9,0,0,0,0,,71.8,35,1,69.6,0,70.1,0,
2017-05-16,12:05:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,71,9,0,0,0,0,,71.8,35,0,69.6,0,70.1,0,
2017-05-16,12:10:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,71,9,0,0,0,0,,71.8,35,1,69.8,0,70.1,1,
2017-05-16,12:15:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,36,71,9,0,0,0,0,,71.8,36,1,69.8,0,70.1,1,
2017-05-16,12:20:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,36,71,9,0,0,0,0,,71.7,36,1,69.8,0,70.1,1,
2017-05-16,12:25:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,36,71,9,0,0,0,0,,71.7,36,1,69.8,0,70.1,1,
2017-05-16,12:30:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,36,72.3,10,0,0,0,0,,71.7,36,1,70,0,70.1,1,
2017-05-16,12:35:00,auto,compressorCoolOff,,Home,73.5,68.5,70.3,36,72.3,10,0,0,0,0,,71.7,36,1,70,0,70.3,1,
2017-05-16,12:40:00,auto,compressorCoolOff,,Home,73.5,68.5,70.3,36,72.3,10,0,0,0,0,,71.7,36,1,70.1,0,70.3,1,
2017-05-16,12:45:00,auto,compressorCoolOff,,Home,73.5,68.5,70.5,36,72.3,10,0,0,0,0,,71.7,36,0,70.1,0,70.5,1,
2017-05-16,12:50:00,auto,compressorCoolOff,,Home,73.5,68.5,70.5,36,72.3,10,0,0,0,0,,71.8,36,1,70.1,0,70.5,1,
2017-05-16,12:55:00,auto,compressorCoolOff,,Home,73.5,68.5,70.4,35,72.3,10,0,0,0,0,,71.8,35,1,70.1,0,70.4,0,
2017-05-16,13:00:00,auto,compressorCoolOff,,Home,73.5,68.5,70.2,35,70.8,16,0,0,0,0,,71.8,35,0,70.1,0,70.2,0,
2017-05-16,13:05:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,36,70.8,16,0,0,0,0,,71.7,36,0,70.1,0,70.1,0,
2017-05-16,13:10:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,36,70.8,16,0,0,0,0,,71.7,36,1,70.1,0,70.1,1,
2017-05-16,13:15:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,36,70.8,16,0,0,0,0,,71.8,36,1,70.1,0,70.1,1,
2017-05-16,13:20:00,auto,compressorCoolOff,,Home,73.5,68.5,70.2,36,70.8,16,0,0,0,0,,71.8,36,1,70.1,0,70.2,1,
2017-05-16,13:25:00,auto,compressorCoolOff,,Home,73.5,68.5,70.3,36,70.8,16,0,0,0,0,,71.8,36,0,70.1,0,70.3,0,
2017-05-16,13:30:00,auto,compressorCoolOff,,Home,73.5,68.5,70.3,35,70.8,16,0,0,0,0,,71.9,35,0,70.1,0,70.3,0,
2017-05-16,13:35:00,auto,compressorCoolOff,,Home,73.5,68.5,70.3,35,70.8,16,0,0,0,0,,71.9,35,0,70.1,0,70.3,0,
2017-05-16,13:40:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,70.8,16,0,0,0,0,,71.9,35,0,70.1,0,70.1,0,
2017-05-16,13:45:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,70.8,16,0,0,0,0,,71.8,35,0,70.1,0,70.1,0,
2017-05-16,13:50:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,70.8,16,0,0,0,0,,71.8,35,0,70.1,0,70,0,
2017-05-16,13:55:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,70.8,16,0,0,0,0,,71.8,35,0,70.1,0,70,0,
2017-05-16,14:00:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,66.3,15,0,0,0,0,,71.8,35,0,70.1,0,70.1,0,
2017-05-16,14:05:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,66.3,15,0,0,0,0,,71.8,35,0,70.1,0,70.1,0,
2017-05-16,14:10:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,66.3,15,0,0,0,0,,71.9,35,0,70.1,0,70.1,0,
2017-05-16,14:15:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,66.3,15,0,0,0,0,,71.9,35,0,70.1,0,70.1,0,
2017-05-16,14:20:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,66.3,15,0,0,0,0,,71.8,35,1,70,0,70.1,0,
2017-05-16,14:25:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,66.3,15,0,0,0,0,,71.8,35,1,70,0,70.1,1,
2017-05-16,14:30:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,66.3,15,0,0,0,0,,71.7,35,0,70,0,70.1,1,
2017-05-16,14:35:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,66.3,15,0,0,0,0,,71.6,35,0,70,0,70,0,
2017-05-16,14:40:00,auto,compressorCoolOff,,Home,73.5,68.5,69.9,35,66.3,15,0,0,0,0,,71.5,35,0,69.8,0,69.9,0,
2017-05-16,14:45:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,66.3,15,0,0,0,0,,71.5,35,0,69.8,0,69.8,0,
2017-05-16,14:50:00,auto,compressorCoolOff,,Home,73.5,68.5,69.9,35,66.3,15,0,0,0,0,,71.5,35,0,69.8,0,69.9,0,
2017-05-16,14:55:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,66.3,15,0,0,0,0,,71.4,35,0,69.8,0,70,0,
2017-05-16,15:00:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,59.9,13,0,0,0,0,,71.4,35,1,69.8,0,70,0,
2017-05-16,15:05:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.5,35,0,69.8,0,70.1,0,
2017-05-16,15:10:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.6,35,0,70,0,70.1,0,
2017-05-16,15:15:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.6,35,1,69.9,0,70.1,0,
2017-05-16,15:20:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.5,35,1,69.8,0,70.1,1,
2017-05-16,15:25:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.5,35,0,69.8,0,70.1,1,
2017-05-16,15:30:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.5,35,0,69.8,0,70.1,0,
2017-05-16,15:35:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.5,35,0,69.8,0,70.1,0,
2017-05-16,15:40:00,auto,compressorCoolOff,,Home,73.5,68.5,70.1,35,59.9,13,0,0,0,0,,71.5,35,0,69.8,0,70.1,0,
2017-05-16,15:45:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,59.9,13,0,0,0,0,,71.4,35,1,69.8,0,70,1,
2017-05-16,15:50:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,59.9,13,0,0,0,0,,71.4,35,0,69.8,0,70,1,
2017-05-16,15:55:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,59.9,13,0,0,0,0,,71.4,35,0,69.6,0,70,0,
2017-05-16,16:00:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,53.1,15,0,0,0,0,,71.3,35,0,69.6,0,70,0,
2017-05-16,16:05:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,53.1,15,0,0,0,0,,71.2,35,1,69.6,0,70,0,
2017-05-16,16:10:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,53.1,15,0,0,0,0,,71.1,35,1,69.6,0,70,0,
2017-05-16,16:15:00,auto,compressorCoolOff,,Home,73.5,68.5,70,35,53.1,15,0,0,0,0,,71.1,35,1,69.4,0,70,0,
2017-05-16,16:20:00,auto,compressorCoolOff,,Home,73.5,68.5,69.9,35,53.1,15,0,0,0,0,,71.1,35,1,69.4,0,69.9,0,
2017-05-16,16:25:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,53.1,15,0,0,0,0,,71,35,1,69.4,0,69.8,0,
2017-05-16,16:30:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,52.6,13,0,0,0,0,,70.9,35,1,69.4,0,69.8,0,
2017-05-16,16:35:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,52.6,13,0,0,0,0,,70.9,35,1,69.2,0,69.8,1,
2017-05-16,16:40:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,52.6,13,0,0,0,0,,70.9,35,1,69.2,0,69.8,1,
2017-05-16,16:45:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,52.6,13,0,0,0,0,,70.9,35,1,69.2,0,69.8,1,
2017-05-16,16:50:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,52.6,13,0,0,0,0,,70.9,35,1,69.2,0,69.8,1,
2017-05-16,16:55:00,auto,compressorCoolOff,,Home,73.5,68.5,69.8,35,52.6,13,0,0,0,0,,70.9,35,1,69.1,0,69.8,0,
